name	figi	ticker	class_code
JDE Peet’s N.V.	TCSF14332678	NL0014332678	A30
Broadcom	US11135F1012	US11135F1012	SPBXM_OTC
Boot Barn Holdings Inc	BBG0077SYZV6	BOOT	SPBXM
Remark Holdings, Inc.	TCS000PDGBB9	MARKold	MARKold
Poly Property Development Co., Ltd.	BBG00R0JFTY1	6049	SPBHKEX
Commercial Metals Company	TCSF17231034	US2017231034	A29
23andMe	TCSF138Q1085	US90138Q1085	A29
Allison Transmission Holdings	BBG001KY3845	ALSN	SPBXM
Cohu Inc.	BBG000DKMJ86	COHU	SPBXM
Quanta Services	TCSF762E1029	US74762E1029	A29
Uber	TCS0353T1007	UBER-RM	FQBR
Progress Software Corp	TCSF33121008	US7433121008	A30
Corsair Gaming Inc	TCSF041X1028	US22041X1028	A29
Kroger	TCSF10441013	US5010441013	A30
Burlington Stores Inc	TCSF20171060	US1220171060	A29
Beam Global	BBG000BBJG06	US07373B1098	BEEM
Tactile Systems Technology Inc	TCSF357P1003	US87357P1003	A29
ТНС энерго Ростов-на-Дону	BBG000GQSRP7	RTSB	TQBR
National Instruments	BBG000DZK6N6	NATI	SPBXM
Whitestone REIT	TCSF60842041	US9660842041	A30
Brixmor Property Group REIT	TCSF120U1051	US11120U1051	A30
ChromaDex Corporation	TCSF10774076	US1710774076	A30
Livent Corporation	US53814L1089	US53814L1089	SPBXM_OTC
Vaxcyte Inc	TCSF243G1085	US92243G1085	A29
Generac Holdings Inc	BBG000PQ4W72	GNRC	SPBXM
Essex Property REIT	TCSF71781057	US2971781057	A29
OrganiGram Holding Inc.	BBG0071L00W0	OGI	OGI
Pyxus International Inc	BBG000BV0800	PYXSQ	nyse
Air Products & Chemicals	TCSF91581068	US0091581068	A29
Monolithic Power Systems	TCSF98391054	US6098391054	A30
Мосгорломбард	TCS00A0JVJQ8	MGKL	TQBR
Agile Therapeutics	TCSF847L3087	US00847L3087	A30
Lowe's	US5486611073	US5486611073	SPBXM_OTC
Eagle Materials Inc	US26969P1084	US26969P1084	SPBXM_OTC
GMS Inc	BBG009Q036D0	GMS	SPBXM
Amsterdam Commodities N.V.	TCSF00313286	NL0000313286	A29
Achieve Life Sciences Inc	BBG000FB8S62	US0044685008	nasdaq
POSCO	TCSF34831099	US6934831099	A29
LCI Industries	TCSF189K1034	US50189K1034	A29
Terreno REIT	BBG000PV3J62	TRNO	SPBXM
Everbridge Inc	US29978A1043	US29978A1043	SPBXM_OTC
Golden Ocean Group	BBG000BP83H8	GOGL	SPBXM
RMG Acquisition Corp II	BBG00YHXD2R6	RMGB	RMGB
Select Water Solutions	BBG00G4Y2DC1	WTTR	SPBXM
CarMax	TCSF31301027	US1431301027	A30
Duke Energy Corp	TCSF441C2044	US26441C2044	A30
Diana Shipping	TCSF066G1044	MHY2066G1044	A29
Taysha Gene Therapies	BBG00TJXFDP1	TSHA	TSHA
Ranpak Holdings	BBG00JRXX6Y9	PACK	PACK
Simmons First National Corp	BBG000BSTBM5	US8287302009	SFNC
NACCO Industries	BBG000BPTTM2	NC	NC
АДР BHP Group	BBG000BD5NZ4	BHP	nyse
Carisma Therapeutics	TCSF216R1014	US14216R1014	A29
Texas Roadhouse Inc	US8826811098	US8826811098	SPBXM_OTC
РН-Западная Сибирь	BBG000NLLWQ5	CHGZ	TQBR
Royal Dutch Shell (B)	BBG000QWMWR6	RDS/B	RDS/B
Eidos Therapeutics Inc	BBG00KJQGPM0	EIDX	EIDX
Friedman Industries	BBG000BJTD50	FRD	FRD
Bitcoin Group SE	BBG004MP43C7	ADE	ADE
Bed Bath & Beyond	BBG000CSY9H9	BBBY	SPBXM
Innoviva Inc	TCSF781M1018	US45781M1018	A30
Quanta Services	US74762E1029	US74762E1029	SPBXM_OTC
Zuora Inc	US98983V1061	US98983V1061	SPBXM_OTC
Европлан	TCS00A0ZZFS9	LEAS	TQBR
Teradyne Inc	TCSF07701029	US8807701029	A30
ROBLOX Corp	TCSF10491033	US7710491033	A29
Equifax	TCSF44291051	US2944291051	A29
Upland Software Inc	BBG005KC3JR5	UPLD	UPLD
Atlantica Yield plc	BBG0068Q7716	GB00BLP5YB54	nasdaq
Splunk	US8486371045	US8486371045	SPBXM_OTC
Rentokil Initial АДР	BBG000BVPG41	RTO	SPBXM
Viasat	US92552V1008	US92552V1008	SPBXM_OTC
Futu Holdings Limited	TCSF118L1061	US36118L1061	A29
Agenus Inc.	TCSF847G7051	US00847G7051	A29
Nkarta	TCSF487U1088	US65487U1088	A29
Sabre Corp	BBG005WQVVH4	US78573M1045	SABR
Vulcan Materials	TCSF91601097	US9291601097	A30
Safran SA	BBG000BP01S8	SAF	SAF
AdvanSix Inc	US00773T1016	US00773T1016	SPBXM_OTC
Lam Research	US5128071082	US5128071082	SPBXM_OTC
Targa Resources	TCSF612G1013	US87612G1013	A29
Service Corp International/US	TCSF75651046	US8175651046	A30
SPAC NextGen Acquisition II	KYG653171028	NGCA	NGCA
Arcus Biosciences	BBG00DQD26W3	RCUS	SPBXM
Айс стим Рус	BBG009R1QJV4	SIBG	TQPI
Illumina	TCSF23271090	US4523271090	A30
Lululemon Athletica Inc	BBG000R8ZVD1	LULU	SPBXM
Gap	TCSF47601083	US3647601083	A30
Impinj Inc	BBG000GRK2Z7	PI	SPBXM
Payoneer Global	BBG00Z5JLLB3	PAYO	SPBXM
Omnicell Inc	BBG000BTNGZ4	OMCL	SPBXM
Freeport-McMoRan	TCSF671D8570	US35671D8570	A30
Alibaba Health Information Technology	BBG000BDZJK6	241	SPBHKEX
Chemed Corp	TCSF359R1032	US16359R1032	A30
Soligenix Inc	TCSF42235053	US8342235053	A29
Sun Communities REIT	TCSF66741041	US8666741041	A29
Columbia Sportswear Company	BBG000BKKQ84	COLM	SPBXM
Иркутскэнерго	BBG000NL6ZD9	IRGZ	TQBR
Fair Isaac Corp	TCSF32501047	US3032501047	A30
Homology Medicines	TCSF80831077	US4380831077	A30
Joby Aviation, Inc. ORD SHS	TCS651631007	JOBY	A25
Desktop Metal	TCSF058X1054	US25058X1054	A29
Mimecast Limited	BBG00B6W26V8	MIME	SPBXM
Bitcoin Group SE	TCSF0A1TNV91	DE000A1TNV91	A29
Telefonica	BBG000C204X6	TEF SQ	TEF SQ
Equitrans Midstream Corporation	TCS946001011	US2946001011	A11
Xcel Energy	US98389B1008	US98389B1008	SPBXM_OTC
Boskalis Westminster	BBG000BB9QF9	BOKA	BOKA
Western Alliance Bancorp	BBG000Q1KFH4	WAL	SPBXM
Koninklijke KPN NV	TCSF00009082	NL0000009082	A29
Virgin Galactic Holdings Inc Class A	TCS5766K1060	US92766K1060	US92766K1060_BLA
Workday Inc	TCSF138H1014	US98138H1014	A29
Stratasys Ltd	TCSF11267213	IL0011267213	A30
Builders FirstSource Inc	TCSF008R1077	US12008R1077	A30
Aramark	BBG001KY4N87	ARMK	SPBXM
Eargo	US2700871096	US2700871096	SPBXM_OTC
AP Moller - Maersk A/S	TCSF10244508	DK0010244508	A30
MicroVision	US5949603048	US5949603048	SPBXM_OTC
Linde	IE00BZ12WP82	IE00BZ12WP82	SPBXM_OTC
BigCommerce Holdings	TCSF975P1084	US08975P1084	A30
Q32 Bio	TCS469641051	US7469641051	QTTB
Avnet	US0538071038	US0538071038	SPBXM_OTC
Vertiv Holdings Co	US92537N1081	US92537N1081	SPBXM_OTC
Tanger	US8754651060	US8754651060	SPBXM_OTC
CloudFlare Inc	US18915M1071	US18915M1071	SPBXM_OTC
Sudzucker	TCSF07297004	DE0007297004	A29
Hansoh Pharmaceutical	BBG00P78Y7N1	3692	SPBHKEX
Thor Industries Inc	TCSF51601018	US8851601018	A29
Rocket Companies	TCSF311W1018	US77311W1018	A30
Simulations Plus Inc.	TCSF92141053	US8292141053	A30
LPL Financial Holdings	TCSF212V1008	US50212V1008	A30
Westlake Corporation	US9604131022	US9604131022	SPBXM_OTC
АДР Nomura Holdings, Inc.	TCSF535H2085	US65535H2085	A29
ForFarmers	TCSF11832811	NL0011832811	A29
Repligen Corporation	TCSF99161095	US7599161095	A30
Solid Biosciences	TCS3422E2046	US83422E2046	A11
L3Harris Technologies Inc	BBG000BLGFJ9	LHX	SPBXM
Ingevity Corp	BBG009LM28K6	NGVT	SPBXM
Hubbell	TCSF35106079	US4435106079	A29
Warby Parker	BBG005DWN8K8	WRBY	SPBXM
Delivery Hero SE	BBG00GVXMJ74	DHER@DE	SPBDE
Workday Inc	TCSF138H1014	US98138H1014	A30
Детский Мир	TCS00A0JSQ90	DSKY	SMAL
ДИКСИ	BBG004S68D00	DIXY	TQBR
American Electric Power	BBG000BB9KF2	AEP	SPBXM
Tempur Sealy International Inc	BBG000PXGT62	TPX	SPBXM
Biglari Holdings Inc	TCSF986R3093	US08986R3093	A30
Cyclo Therapeutics	TCSF254X2018	US23254X2018	A30
HubSpot Inc	BBG000N7MZ06	HUBS	SPBXM
Xtep	BBG000PJKKM9	1368	SPBHKEX
ResMed Inc	US7611521078	US7611521078	SPBXM_OTC
The Aarons Company	BBG00WCNDCZ6	AAN	SPBXM
Charter Communications	TCSF119P1084	US16119P1084	A30
AerCap Holdings	BBG000Q9FZL4	AER	SPBXM
Appfolio Inc	TCSF783C1009	US03783C1009	A29
Zynerba Pharmaceuticals Inc	US98986X1090	US98986X1090	SPBXM_OTC
WestRock	BBG008NXC572	WRK	SPBXM
United Bankshares, Inc.	BBG000BVXC87	UBSI	SPBXM
Orthofix Medical Inc	TCSF752M1080	US68752M1080	A29
Apollo Strategic Growth Capital II	BBG00YVV14J2	APGB	APGB
Ligand Pharmaceuticals Inc	BBG000BKF014	LGND	SPBXM
PotlatchDeltic Corporation REIT	TCSF76301039	US7376301039	A30
nLight Inc	TCSF487K1007	US65487K1007	A30
Xiaomi АДР	TCSF421U1088	US98421U1088	A29
АДР  Australia and New Zealand Banking Group Ltd	TCS000BVZ0Q1	ANZBYold	ANZBYold
Удмуртнефть	TCS009046502	UDMN	MTQR
Riot Platforms	TCSF72921050	US7672921050	A29
PPL	TCSF351T1060	US69351T1060	A30
Lightspeed Commerce	CA53229C1077	CA53229C1077	SPBXM_OTC
SYNNEX Corp	TCSF162W1009	US87162W1009	A29
OZON_OTC	ISSUANCEOZO2	ISSUANCEOZO2	ISSUANCEOZO2
Raymond James Financial	TCSF47301090	US7547301090	A29
Skechers U.S.A. Inc	TCSF05661055	US8305661055	A30
Cocrystal Pharma	BBG000V27360	US19188J4094	COCP
Bionano Genomics, Inc.	TCS9075F3055	US09075F3055	A11
LIthia Motors Inc	BBG000K3BC83	LAD	SPBXM
Dropbox Inc	TCSF210C1045	US26210C1045	A30
Chefs' Warehouse Inc	BBG001MFW6D6	CHEF	SPBXM
Ebix Inc	BBG000DWJZM2	EBIX	EBIX
Better Home & Finance Holding	TCS8774B5084	US08774B5084	US08774B5084
Utair	BBG000BDMZ51	UTAR	TQBR
IPO ВИ.ру	ISSUANCEVSEI	ISSUANCEVSEI	ISSUANCEVSEI
Deutsche Post AG	TCSF05552004	DE0005552004	A29
LogicBio Therapeutics	BBG00D2PTTW3	US54142F1021	US54142F1021
Organovo Holdings, Inc.	TCSF620A2033	US68620A2033	A30
Brixmor Property Group REIT	US11120U1051	US11120U1051	SPBXM_OTC
Nautilus Inc	TCSF910B1026	US63910B1026	A30
Astra Space	US04634X2027	US04634X2027	SPBXM_OTC
Vir Biotechnology	TCSF764N1028	US92764N1028	A29
Lottery.com	TCSF570M2070	US54570M2070	A29
National CineMedia	TCSF53092066	US6353092066	A29
TRATON	BBG000WFDW23	8TRA	8TRA
Annaly Capital Management REIT	BBG000BJFJ98	NLY	SPBXM
Balchem Corp	BBG000BCY878	BCPC	SPBXM
Onto Innovation Inc	TCSF33441057	US6833441057	A30
Tesla	TCS9160R1014	US88160R1014	T04
Valmont Industries	US9202531011	US9202531011	SPBXM_OTC
Ternium SA	TCSF08901081	US8808901081	A29
Portland General Electric	BBG000BCRMW7	POR	SPBXM
Danimer Scientific	TCSF62721001	US2362721001	A29
Veralto Corporation	TCSF338C1036	US92338C1036	A30
Nielsen Holdings plc	BBG0088CYPX8	NLSN	SPBXM
Мосэнерго	TCS008958863	MSNG	SMAL
KLA-Tencor	BBG000BMTFR4	KLAC	SPBXM
EMCOR Group	BBG000BBRPL4	EME	SPBXM
Stelco Holdings Inc	BBG00JF71MR7	STZHF	otcus
АДР YPF S.A.	BBG000BHPFQ0	YPF	YPF
Allogene Therapeutics Inc	US0197701065	US0197701065	SPBXM_OTC
Xcel Energy	TCSF389B1008	US98389B1008	A29
Spirit Airlines Inc	TCS485771021	US8485771021	A11
Premier Inc	BBG000G7QX50	PINC	SPBXM
Aspira Womens Health	TCSF537Y2081	US04537Y2081	A30
Henry Schein	TCSF64071025	US8064071025	A29
TrueBlue, Inc.	BBG000BP69N0	TBI	TBI
Avid Bioservices	BBG000JDWKY3	CDMO	CDMO
Hawaiian Holdings Inc	US4198791018	US4198791018	SPBXM_OTC
Fusion Connect Inc	BBG000LN44W7	FSNN	FSNN
Alpha and Omega Semiconductor	BBG000QLW222	AOSL	SPBXM
Curtiss-Wright	BBG000BGSPS5	CW	SPBXM
Shattuck Labs	BBG00V776CQ7	STTK	STTK
HEXO Corp	TCS00G9J3624	HEXO_old	nyse
Howard Hughes Holdings Inc.	US44267T1025	US44267T1025	SPBXM_OTC
H World Group	BBG000QFPM65	HTHT	SPBXM
Virgin Galactic Holdings Inc Class A	TCS3766K4031	SPCE	SPBXM
Joby Aviation	BBG00X2MYTC2	JOBY	SPBXM
Procter & Gamble	TCSF27181091	US7427181091	A29
BeyondSpring	TCSF08301006	KYG108301006	A29
ICU Medical Inc	TCSF930G1076	US44930G1076	A30
ZimVie	TCSF888T1079	US98888T1079	A30
Centene Corporation	TCSF135B1017	US15135B1017	A29
Intel Corporation	TCS581401001	INTC-RM	FQBR
S&P Global	TCSF409V1044	US78409V1044	A30
MeiraGTx Holdings	TCSF96651029	KYG596651029	A29
AAR Corp	TCSF03611052	US0003611052	A30
Glacier Ban	US37637Q1058	US37637Q1058	SPBXM_OTC
Wingstop Inc	US9741551033	US9741551033	SPBXM_OTC
A10 Networks Inc	US0021211018	US0021211018	SPBXM_OTC
Shanghai MicroPort Medical Robot Group Co Ltd	BBG011DL0RD1	2252	SPBHKEX
Cleveland-Cliffs	TCSF58991011	US1858991011	A30
Vonovia SE	TCSF0A1ML7J1	DE000A1ML7J1	A30
Atkore International Group Inc	TCSF76491081	US0476491081	A29
Kopin Corporation	TCSF06001011	US5006001011	A29
Thermo Fisher Scientific	BBG000BVDLH9	TMO	SPBXM
PS Business Parks REIT	BBG000D9P720	PSB	PSB
Genprex	BBG00F7T0157	GNPX	GNPX
DXC Technology	BBG00FN64XT9	DXC	SPBXM
АДР COMPASS Pathways Plc	TCSF451W1018	US20451W1018	A30
Plexus Corp	US7291321005	US7291321005	SPBXM_OTC
Amazon.com	BBG000BVPV84	AMZN	SPBXM
Диасофт	TCS20A107ER5	DIAS	PTEQ
Halozyme Therapeutics Inc	US40637H1095	US40637H1095	SPBXM_OTC
Deutsche Lufthansa AG	TCSF08232125	DE0008232125	A30
Transportadora de Gas del Sur	TCSF38702045	US8938702045	A29
London Stock Exchange Group PLC	BBG000MVSJF8	US54211N1019	LNSTY
Frontier Communications Parent	TCSF909D1090	US35909D1090	A30
Gossamer Bio Inc	TCSF341P1021	US38341P1021	A29
ARMOR Residential REIT	TCSF23157058	US0423157058	A30
Freeport-McMoRan	BBG000BJDB15	FCX	SPBXM
Seagen Inc.	US81181C1045	US81181C1045	SPBXM_OTC
АДР Coca-Cola FEMSA	TCSF12411089	US1912411089	A29
Acorda Therapeutics	BBG000FD10V8	US00484M7002	ACOR
BioTelemetry Inc	BBG000R3RKT8	BEAT	SPBXM
Customers Bancorp	TCSF204G1004	US23204G1004	A30
McCormick & Co	TCSF97802064	US5797802064	A29
ResMed Inc	TCSF11521078	US7611521078	A30
National Beverage Corp	TCSF50171061	US6350171061	A30
CommVault Systems Inc	BBG000BG88X9	CVLT	SPBXM
Squarespace, Inc.	US85225A1079	US85225A1079	SPBXM_OTC
nCino	US63947X1019	US63947X1019	SPBXM_OTC
Campbell Soup	TCSF44291091	US1344291091	A29
Restaurant Brands International	TCSF131D1033	CA76131D1033	A30
Chatham Lodging REIT	US16208T1025	US16208T1025	SPBXM_OTC
Магаданэнерго - привилегированные акции	BBG0018X75N2	MAGEP	TQBR
Antero Midstream Corp	US03676B1026	US03676B1026	SPBXM_OTC
Apartment Income REIT	BBG00XK3WVD0	AIRC	SPBXM
RWE AG	BBGRWE000000	BBGRWE000000	BBGRWE000000
News Corp (A)	TCSF249B1098	US65249B1098	A30
Bank of Hawaii	TCSF25401098	US0625401098	A29
Селигдар Золотые облигации 2	ISSUANCESEGL	ISSUANCESEGL	PSAU
Alnylam Pharmaceuticals Inc	BBG000BFGNJ5	ALNY	SPBXM
Brandywine REIT	TCSF53682035	US1053682035	A29
Denali Therapeutics Inc	US24823R1059	US24823R1059	SPBXM_OTC
Eli Lilly & Co	TCS324571083	LLY-RM	FQBR
Littelfuse	TCSF70081045	US5370081045	A30
Объединенная авиастроительная корпорация	TCS00A0JPLZ7	UNAC	SMAL
China Life Insurance	BBG000FD8023	2628	SPBHKEX
Guardant Health Inc	BBG006D97VY9	GH	SPBXM
Inogen Inc	US45780L1044	US45780L1044	SPBXM_OTC
Heidrick & Struggles International	TCSF28191023	US4228191023	A30
Vanda Pharmaceuticals Inc	BBG000HT5MG6	VNDA	SPBXM
Centene Corporation	BBG000BDXCJ5	CNC	SPBXM
MetLife	US59156R1086	US59156R1086	SPBXM_OTC
Beazer Homes USA, Inc	TCSF556Q8814	US07556Q8814	A30
Selective Insurance Group	TCSF63001071	US8163001071	A29
Granite Construction Inc	TCSF73281071	US3873281071	A29
HF Sinclair Corporation	TCSF39491000	US4039491000	A29
Check Cap	TCSF11336851	IL0011336851	A30
Marsh & McLennan	US5717481023	US5717481023	SPBXM_OTC
Vroom	TCSF918V1098	US92918V1098	A29
Cooper Tire & Rubber Co	BBG000BGKXV2	CTB	SPBXM
Expeditors	US3021301094	US3021301094	SPBXM_OTC
Hennes & Mauritz AB	BBG000BL6X38	SE0000106270	xetra
Авангард Банк	BBG000BTX3H2	AVAN	TQBR
AcelRx Pharmaceuticals	TCSF444T2096	US00444T2096	A30
Momentus	BBG00QJCX1H8	US60879E2000	US60879E2000
Kamada Ltd	BBG004MPD1S4	KMDA	KMDA
American International Group	US0268747849	US0268747849	SPBXM_OTC
BioMarin Pharmaceutical Inc	BBG000CZWZ05	BMRN	SPBXM
JOYY Inc	US46591M1099	US46591M1099	SPBXM_OTC
Valvoline	TCSF047W1018	US92047W1018	A29
ИНГРАД	TCS00A0DJ9B4	OPIN	TQBR
Payoneer Global	TCSF451X1046	US70451X1046	A30
The Allstate Corporation	BBG000BVMGF2	ALL	SPBXM
GeoPark	TCSF83271050	BMG383271050	A29
Deutsche Post AG	BBGDEUTSCHEP	DHL	DHL
Hilton Grand Vacations Inc	TCSF283X1054	US43283X1054	A29
Snowflake Inc	TCSF34451098	US8334451098	A30
pre-IPO Automation Anywhere	ISSUANCEAUAN	ISSUANCEAUAN	ISSUANCEAUAN
Axsome Therapeutics Inc	TCSF464T1043	US05464T1043	A30
Opendoor Technologies	TCSF37121036	US6837121036	A30
Conduent Incorporated	BBG00C1BZMT9	US2067871036	CNDT
Faraday Future Intelligent Electric	TCS073598852	US3073598852	US3073598852
D.R. Horton	TCSF331A1097	US23331A1097	A29
Cohn Robbins Holdings Corp	BBG00WJT6MG3	CRHC	CRHC
HelloFresh SE	BBG00B9SRSF7	HFG	HFG
Knight-Swift Transportation	BBG000BFC848	KNX	SPBXM
Apellis Pharmaceuticals	BBG007KGRPY4	APLS	SPBXM
United Technologies	BBG0089KM290	UTX	SPBXM
Everest Group	TCSF223R1088	BMG3223R1088	A29
Darling Ingredients Inc	US2372661015	US2372661015	SPBXM_OTC
Qualys Inc	TCSF758T3032	US74758T3032	A30
Ciena Corp	BBG000BP1152	CIEN	SPBXM
VF	TCSF82041080	US9182041080	A30
Oppenheimer Holdings Inc.	TCSF37971042	US6837971042	A29
Semtech Corp	TCSF68501018	US8168501018	A29
ZTO Express	TCSF980A1051	US98980A1051	A30
Biora Therapeutics	TCSF319F3055	US74319F3055	A30
Priceline Group	BBGHUYNYA001	PCLN	SPBXM
Cable One	TCSF685J1051	US12685J1051	A30
Wheaton Precious Metals	TCSF28791027	CA9628791027	A30
Crocs Inc	US2270461096	US2270461096	SPBXM_OTC
Samsung SDI	BBG000BCY1G3	006400	006400
Avery Dennison	TCSF36111091	US0536111091	A30
Regions Financial	US7591EP1005	US7591EP1005	SPBXM_OTC
FedEx	US31428X1063	US31428X1063	SPBXM_OTC
New Oriental Education & Techn	TCS000PTRRM5	US6475811070	US6475811070
Crown Castle REIT	US22822V1017	US22822V1017	SPBXM_OTC
Allakos Inc	TCSF671P1003	US01671P1003	A29
Inogen Inc	TCSF780L1044	US45780L1044	A30
Match Group Inc	BBG00B6WH9G3	MTCH	SPBXM
Huntsman	TCSF70111075	US4470111075	A29
Barclays PLC	TCSF738E2046	US06738E2046	A30
Xylem	TCSF419M1009	US98419M1009	A29
UCB SA	BBG000BD8CR4	UCB	UCB
Rentokil Initial АДР	TCSF01251041	US7601251041	A30
Otonomy Inc	BBG000R16894	US68906L1052	OTIC
Global Net Lease REIT	TCSF93782018	US3793782018	A30
The Williams Companies	BBG000BWVCP8	WMB	SPBXM
MaxLinear Inc	BBG000BB6R33	MXL	SPBXM
Napco Security Technologies	BBG000BQ6CT5	NSSC	SPBXM
Electronic Arts	TCSF55121099	US2855121099	A29
MHP SE	BBG000VHWW56	MHPC	lse
SVB Financial Group	US78486Q1013	US78486Q1013	SPBXM_OTC
АДР МТС	BBG000CSZKR2	MBT	SPBXM
НМТП	BBG004S68BR5	NMTP	TQBR
HollyFrontier	BBG000BL9JQ1	HFC	SPBXM
АДР Full Truck Alliance	TCSF969L1089	US35969L1089	A30
WiSA Technologies	BBG00KLHTJY4	US86633R3021	US86633R3021
HA Sustainable Infrastructure Capital	US41068X1000	US41068X1000	SPBXM_OTC
Duke Energy Corp	TCSF441C2044	US26441C2044	A29
Cellnex Telecom	BBG008G74Z89	CLNX	CLNX
Arcturus Therapeutics Holdings	TCSF969T1097	US03969T1097	A30
Pfizer	TCS370811035	US7170811035	NDS
Deciphera Pharmaceuticals Inc	TCSF344T1016	US24344T1016	A30
Cognex Corp	US1924221039	US1924221039	SPBXM_OTC
Franklin Resources	TCSF46131018	US3546131018	A30
Avedro Inc	BBG001J1CH21	AVDR	SPBXM
Remark Holdings, Inc.	TCSF955K3005	US75955K3005	A30
Palantir Technologies Inc	TCSF608A1088	US69608A1088	A30
MAXIMUS Inc	BBG000BC5WJ4	MMS	SPBXM
Astronics Corp	US0464331083	US0464331083	SPBXM_OTC
АДР WPP plc	TCSF937A1025	US92937A1025	A29
Analog Devices	BBG000BB6G37	ADI	SPBXM
Greenlane Holdings	TCSF53303019	US3953303019	A30
FirstCash	TCSF768G1076	US33768G1076	A30
Rithm Capital REIT	BBG003T1GM03	RITM	SPBXM
AppLovin Corporation	US03831W1080	US03831W1080	SPBXM_OTC
Concentrix Corporation	US20602D1019	US20602D1019	SPBXM_OTC
Reliance Steel & Aluminum Co	TCSF95091023	US7595091023	A30
АДР Companhia Siderurgica Nacional	BBG000JM98S3	SID	SID
Ryder System	US7835491082	US7835491082	SPBXM_OTC
Chewy Inc	TCSF679L1098	US16679L1098	A29
Yara International ASA	BBG000LYQ4V0	US9848512045	otcus
Wabash National	TCSF95661071	US9295661071	A30
Bentley Systems	TCSF265T2087	US08265T2087	A30
ТГК-1	BBG000QFH687	TGKA	TQBR
Vir Biotechnology	BBG00H2QQ8T5	VIR	SPBXM
Kandi Technologies Group Inc	TCSF37091010	US4837091010	A30
Corteva Inc	US22052L1044	US22052L1044	SPBXM_OTC
Yandex	BBG001NVJ6W4	NL0000000000	NL0000000000
TransMedics Group, Inc.	TCSF377M1099	US89377M1099	A30
Schnitzer Steel Industries Inc	TCSF68821060	US8068821060	A29
Lincoln Electric Holdings	TCSF39001068	US5339001068	A29
Desktop Metal	US25058X1054	US25058X1054	SPBXM_OTC
AbbVie	US00287Y1091	US00287Y1091	SPBXM_OTC
DaVita HealthCare Partners	TCSF918K1088	US23918K1088	A29
Zurn Elkay Water Solutions	TCSF983L1089	US98983L1089	A29
Fox Factory Holding Corp	BBG004T7VS53	FOXF	SPBXM
Itron Inc	TCSF57411066	US4657411066	A30
AVROBIO	TCSF455M1009	US05455M1009	A30
Expeditors	BBG000BJ5GK2	EXPD	SPBXM
Altair Engineering Inc	TCSF13691035	US0213691035	A29
ИНАРКТИКА	TCS00A0JQTS3	RU000A0JQTS3	TILA21
Alliance Resource Partners LP	TCSF877R1086	US01877R1086	A29
Installed Building Products	TCSF780R1014	US45780R1014	A29
АДР ATA Inc.	BBG000V2S3P6	AACG	AACG
Freedom Holding Corp/NV	BBG000N625H8	FRHC	SPBXM
Россети Московский регион	TCS00A0ET7Y7	MSRS	SMAL
Rockwell Automation	TCSF39031091	US7739031091	A29
Vicor Corp	US9258151029	US9258151029	SPBXM_OTC
AMD	TCSF79031078	US0079031078	A30
Atlassian Corp PLC	TCS00BDQ1H13	TEAMold	TEAMold
Allison Transmission Holdings	TCSF973R1014	US01973R1014	A30
The Estee Lauder Companies	US5184391044	US5184391044	SPBXM_OTC
Erie IndemnIty Co	US29530P1021	US29530P1021	SPBXM_OTC
Enel SpA	BBG000LCR376	ENLAY	ENLAY
Samsung Electronics Co Ltd	BBG000BCY2S8	005930	005930
Alibaba	BBG006G2JVL2	BABA	SPBXM
Hecla Mining Co	BBG000BL5W86	US4227041062	HL
New York Mortgage Trust	TCSF96048405	US6496048405	A30
ICICI Bank	US45104G1040	US45104G1040	SPBXM_OTC
Siemens AG	DE0007236101	DE0007236101	SPBXM_OTC
Newmont Goldcorp Corporation	TCSF16391066	US6516391066	A30
UiPath, Inc.	TCSF364P1057	US90364P1057	A29
PJT Partners Inc.	BBG0079T1PZ6	PJT	SPBXM
Туймазинский завод автобетоновозов	BBG000R4K9Y2	TUZA	TQBR
InflaRx	NL0012661870	NL0012661870	SPBXM_OTC
Advanced Emissions Solutions	TCSF770C1018	US00770C1018	A30
Норильский никель	TCS007288411	GMKN	SPEQ
M&T Bank	TCS5261F1049	US55261F1049	NDS
АДР Abcam	BBG00XRJJLG2	ABCM	ABCM
WK Kellogg Co	BBG018CYVVW5	KLG	SPBXM
FleetCor Technologies Inc	TCSF90411052	US3390411052	A30
Butterfly Network	TCSF41551027	US1241551027	A30
Five9 Inc	US3383071012	US3383071012	SPBXM_OTC
Deutsche Boerse AG	DE0005810055	DE0005810055	SPBXM_OTC
Bilibili Inc	TCSF00401060	US0900401060	A30
АДР STMicroelectronics NV	TCSF10121027	US8610121027	A29
Natera inc	US6323071042	US6323071042	SPBXM_OTC
Cardlytics Inc	BBG00225ZDD0	CDLX	SPBXM
Match Group Inc	TCSF667L1070	US57667L1070	A30
BP Prudhoe Bay Royalty Trust	TCS556301077	US0556301077	US0556301077
World Wrestling Entertainment	US98156Q1085	US98156Q1085	SPBXM_OTC
Krystal Biotech Inc	BBG00HDGRHH7	KRYS	SPBXM
Zendesk Inc	US98936J1016	US98936J1016	SPBXM_OTC
Charles River Laboratories Int	TCSF98641074	US1598641074	A29
BigCommerce Holdings	US08975P1084	US08975P1084	SPBXM_OTC
Dollar General	TCSF66771059	US2566771059	A29
ПРОТЕК	BBG000TZGXK8	PRTK	TQBR
Hasbro	TCSF80561072	US4180561072	A30
Inter Parfums Inc	TCSF83341098	US4583341098	A30
Tractor Supply	TCSF23561067	US8923561067	A30
Sinclair	TCSF92421067	US8292421067	A29
